,text,tag,paragraph,article,num_words,num_sentences
2161,"Other diagnoses may be misdiagnosed as OCD because they have compulsive elements but are separate from OCD. For example, people who experience body-focused repetitive behaviors (BFRBs), such as nail-biting, skin-picking or hair-pulling, have an obsessive component to their behavior, but BFRBs are not considered OCD because they are not characterized by obsessive thoughts followed by compulsive behavior. Instead, a person with a BFRB is driven to engage in this behavior as a way to regulate their nervous system. ",,OCD misdiagnosis: This is why OCD symptoms are commonly misdiagnosed,/blog/what-is-obsessive-compulsive-disorder-ocd-symptoms-meaning-treatment,78,4
2162,Learn more about OCD and misdiagnosis:,p,OCD misdiagnosis: This is why OCD symptoms are commonly misdiagnosed,/blog/what-is-obsessive-compulsive-disorder-ocd-symptoms-meaning-treatment,6,1
2163,"In some cases, OCD symptoms can become so severe that people consider suicide. If you ever consider suicide, please call your local emergency number or go directly to a hospital. In the United States, you can also call the Suicide Hotline at 1-800-273-8255.",p,OCD misdiagnosis: This is why OCD symptoms are commonly misdiagnosed,/blog/what-is-obsessive-compulsive-disorder-ocd-symptoms-meaning-treatment,43,4
2164,What is Existential OCD and How Do I Treat It,h1,title,/blog/what-is-existential-ocd-and-how-do-i-treat-it,10,1
2165,"What is obsessive-compulsive disorder (OCD)? Often, it is misconstrued or misrepresented as that friend who is always cleaning and needs everything to be neat and tidy. Perhaps images come to mind of highly frequent or unnecessary showering or handwashing. While these are not incorrect portrayals of one’s possible experience with OCD, they are by no means a complete picture of the broad scope of this disorder. In reality, the subject of the intrusive thoughts that plague individuals with OCD are not one-size-fits-all and span across a wide variety of topics. ",p,,/blog/what-is-existential-ocd-and-how-do-i-treat-it,90,5
2166,What is existential OCD?,h2,What is existential OCD?,/blog/what-is-existential-ocd-and-how-do-i-treat-it,4,1
2167,", intrusive thoughts revolve around questions that are impossible to answer. These thoughts are often philosophical, and wouldn’t necessarily be out of character for someone without OCD: “What is my purpose?” or,  “Is there a God?” or, “Is there life after death?” While these questions can be frustrating or even frightening to anyone, they are not usually all-consuming. For most, leaving these thoughts unanswered and moving onto other thoughts does not pose a challenge. However, for individuals with existential OCD, it is not quite as simple. People with this ",,What is existential OCD?,/blog/what-is-existential-ocd-and-how-do-i-treat-it,89,5
2168," may spend hours contemplating these questions and thoughts over and over again, the weight of which can cause a great deal of distress, anxiety and depression. Individuals with existential OCD may experience the following stream of thought: ",,What is existential OCD?,/blog/what-is-existential-ocd-and-how-do-i-treat-it,37,2
2169,"“What if I am not really here? Would I know if I was not really here? How would I know? What if my whole life has been a simulation and no one and nothing around me are actually real? If I am not actually here, then why does anything I do matter? What is the point of my life or anyone’s life if none of us are actually real?”",p,What is existential OCD?,/blog/what-is-existential-ocd-and-how-do-i-treat-it,69,1
2170,“What if life has no meaning? What if we’re just an accident? What if our lives are lived for no purpose and when we die we just go away? What if we are just a speck of dust and one of one trillion particles after all is said and done.” ,p,What is existential OCD?,/blog/what-is-existential-ocd-and-how-do-i-treat-it,50,2
2171,"As with other manifestations of OCD, these intrusive thoughts are typically followed by the urge to perform compulsive acts. These compulsions are intended to eliminate the doubt that ensues from lack of answers to existential thoughts and questions and reduce distress. As with other types of obsessive thoughts, the compulsions related to existential OCD are numerous and varied. These compulsions can take many forms but frequently include time-consuming behaviors such as spending hours thinking about or researching these thoughts and questions in order to find answers. Other common compulsions related to existential OCD involve seeking reassurance from others that you are real or that they are real, evaluating past experiences for information to prove or disprove an obsessive thought or engaging in actions that may offer physical clues of existence, such as checking for your reflection in the mirror. The problem with all of these compulsive behaviors is that their aim is to find concrete answers to questions that do not have any. This leaves individuals constantly searching for answers that they may accept for a brief period of time — only to begin doubting them again and searching for new ones. ",p,What is existential OCD?,/blog/what-is-existential-ocd-and-how-do-i-treat-it,192,8
2172,Common misdiagnoses of existential OCD,h2,Common misdiagnoses of existential OCD,/blog/what-is-existential-ocd-and-how-do-i-treat-it,5,1
2173,"As discussed earlier, existential thoughts and questions are quite common. Because of how commonplace these thoughts and questions are, individuals with existential OCD may delay seeking treatment. But even once they do seek treatment, getting a diagnosis of existential OCD can be difficult. Because existential OCD often involves an evaluation of life and its meaning, it may be confused with depression. It is also possible for existential OCD to be inaccurately interpreted as general worry and existential fear or even misdiagnosed as ",,Common misdiagnoses of existential OCD,/blog/what-is-existential-ocd-and-how-do-i-treat-it,82,5
2174,Treatment for existential OCD,h2,Treatment for existential OCD,/blog/what-is-existential-ocd-and-how-do-i-treat-it,4,1
2175,"Although it may be difficult to identify at first, the only real difference between existential OCD and any other form of the disorder is the nature of the intrusive thoughts. As such, the recommended treatment for existential related OCD remains the same as for any other variety of OCD:  Exposure and Response Prevention (ERP) therapy, a type of cognitive behavioral therapy (CBT) that has been referred to as the gold standard approach for treating OCD. ERP therapy requires clients to lean into uncomfortable thoughts without engaging in compulsions to learn to tolerate uncertainty.  The goal is that through repeated exposure to the feared thoughts or stimuli the individual will begin to develop a tolerance toward the negative feelings associated with those thoughts (e.g., anxiety). It’s important to note that while the work of ERP can be uncomfortable, every step of the process is a fully agreed upon collaboration between therapist and patient. ERP never starts with the most intrusive thoughts but rather a patient starts with thoughts that land in the middle to the lower end of the hierarchy and as a patient gets more comfortable they work to tackle more difficult thoughts. ",p,Treatment for existential OCD,/blog/what-is-existential-ocd-and-how-do-i-treat-it,193,9
2176,"It is also common for individuals in ERP treatment to receive homework assignments. For someone with existential OCD, these assignments may involve reading articles or watching videos that validate or trigger the obsessive thoughts, repeatedly writing notes about the feared thoughts or creating and replaying audio recordings that confirm the thoughts. This intentional exposure to one’s obsessive thoughts can be extremely challenging and frightening, and should always be done with the help of a licensed and trained therapist. However, the “response prevention” part of ERP requires that individuals not turn to their usual compulsions such as analyzing, questioning, seeking reassurance or avoidance. Rather, the individual is gradually exposed to the feared existential thoughts through different means such as articles, books and videos. Over time, the more the individual is confronted with their feared existential thoughts while withholding from engaging in compulsive responses, the less feared those thoughts may become. ",p,Treatment for existential OCD,/blog/what-is-existential-ocd-and-how-do-i-treat-it,149,7
2177,Where can I get ERP therapy? ,h2,Where can I get ERP therapy? ,/blog/what-is-existential-ocd-and-how-do-i-treat-it,6,1
2178,"At NOCD, all therapists specialize in OCD and receive ERP-specific training. ERP is most effective when the therapist conducting the treatment has experience with OCD and training in ERP.  If you or someone you know is struggling with OCD, you can schedule a free call today with the NOCD clinical team to learn more about how a licensed therapist can help. You can also join our Existential OCD community and get 24/7 access to personalized self-management tools built by people who have been through OCD and successfully recovered.",p,Where can I get ERP therapy? ,/blog/what-is-existential-ocd-and-how-do-i-treat-it,88,5
2179,"Therapy Won’t Cure OCD, but That Doesn’t Mean It Won’t Help",h1,title,/blog/can-therapy-cure-my-ocd,11,1
2180,"If you’re considering therapy for your obsessive-compulsive disorder (OCD), you might be wondering whether it will cure your condition. In this article, we’ll talk about what you need to know about how therapy can help your OCD.",,,/blog/can-therapy-cure-my-ocd,37,3
2181,"Obsessive-compulsive disorder is a chronic condition. This means it won’t fix itself and is generally not cured completely. The good news is that in the past half a century, treatment for OCD has progressed to the point where it can significantly help manage your condition.",p,,/blog/can-therapy-cure-my-ocd,45,4
2182,"While there isn’t yet a cure, therapy can help manage your obsessions and compulsions so that they don’t interfere with your daily life. Many people can experience complete remission of symptoms. For others, treatment will reduce their symptoms and make their condition more manageable. Because OCD is chronic, there is always a chance of symptoms returning, but with proper treatment and management, a person will be in a good place to prevent this. ",p,,/blog/can-therapy-cure-my-ocd,73,5
2183,What can I expect from therapy?,h2,What can I expect from therapy?,/blog/can-therapy-cure-my-ocd,6,1
2184,Exposure and response prevention (ERP) therapy is the gold standard for treatment of OCD because it specifically targets a person’s obsessions and compulsions. ,p,What can I expect from therapy?,/blog/can-therapy-cure-my-ocd,23,2
2185,"The idea behind ERP is that repeated exposure to obsessive thoughts without engaging in compulsions is the best way to treat OCD. When you continually engage in the compulsions, it only strengthens your need to engage them via negative reinforcement. On the other hand, when you prevent yourself from engaging in your compulsions, you teach yourself a new way to respond, test your feared predictions to create new learning, and will very likely experience a noticeable reduction in your anxiety. ",,What can I expect from therapy?,/blog/can-therapy-cure-my-ocd,80,4
2186,"There are many different types of therapy, but many do not target the source of OCD and are therefore not likely to be effective. For example, talking with a therapist about why there’s no logical reason to fear getting sick from touching a doorknob will not help someone with contamination OCD overcome their obsessions and compulsions in the long term. This can be frustrating for someone experiencing OCD and looking for relief.",p,What can I expect from therapy?,/blog/can-therapy-cure-my-ocd,72,4
2187,"In fact, the intrusive thoughts people with OCD experience cannot be cured by providing rationalizations for why they are untrue. Notably, reassurance-seeking is a very common compulsion for people suffering from OCD. Though it can offer temporary relief, it only strengthens the cycle of obsessions and compulsions long term.",p,What can I expect from therapy?,/blog/can-therapy-cure-my-ocd,49,4
2188,"ERP therapy does not try to provide reassurance. An ERP therapist knows that this is a form of compulsion and will only strengthen the cycle of OCD. Instead, the approach is to slowly expose a patient to the source of their fears. ",p,What can I expect from therapy?,/blog/can-therapy-cure-my-ocd,42,4
2189,"As part of ERP therapy, you will track your obsessions and compulsions and make a list of possible ways to face your fears. You’ll work with your therapist to slowly put yourself into situations that bring on your obsessions and the accompanying anxiety or discomfort. Exposures will be mindfully created so that you’re gradually building toward your goal rather than moving too quickly and getting completely overwhelmed. For example, an ERP therapist might encourage you to touch a doorknob if you have fears of getting sick. Instead of reassuring you, they will work with you to better tolerate the uncertainty that comes along with touching the doorknob. The goal might be to touch the doorknob repeatedly without engaging in compulsions such as handwashing or reassurance seeking so that you learn the feared response won’t happen, that you can manage the outcome if it does, and/or that you can handle the distress without compulsing.  ",,What can I expect from therapy?,/blog/can-therapy-cure-my-ocd,153,7
2190,"Even though there are many ways people can experience OCD, an ERP therapist will know how to help you build your personalized treatment program. They will teach you how to manage your OCD so you don’t feel stuck trying to battle your stressful thoughts and compulsive behaviors.",p,What can I expect from therapy?,/blog/can-therapy-cure-my-ocd,47,3
2191,"If you’re struggling with OCD, there is help available. You don’t have to do it alone. If you’re interested in learning about treatment for OCD, you can schedule a free call with the NOCD clinical team. All of our therapists specialize in OCD and receive ERP-specific training and ongoing guidance from our clinical leadership team. Many of them have dealt with OCD themselves and understand how crucial ERP therapy is. NOCD offers live face-to-face video therapy sessions with OCD therapists, in addition to ongoing support on the NOCD telehealth app, so that you’re fully supported during the course of your treatment.",p,What can I expect from therapy?,/blog/can-therapy-cure-my-ocd,101,7
2192,"The role of shame in OCD, and how to let go of it",h1,title,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,13,1
2193,"This is a guest post by Dr. Vicki Rackner, from the organization Free Me From OCD and the OCD Secrets Campaign.",p,,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,21,3
2194,"Do you remember the movie Wayne’s World? In one scene, Alice Cooper invites the main characters, Wayne and Garth, to hang out with him. Our protagonists drop to their knees, saying, “We’re not worthy. We’re scum. We suck.”",p,,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,38,5
2195,"In some ways, that’s shame in action. However, shame is no laughing matter. Unmanaged shame leads to secrecy and lies that can keep you from being free from OCD.  So, let’s deconstruct shame.",p,,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,33,5
2196,Why Do We Have Shame?,h2,Why Do We Have Shame?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,5,1
2197,"Shame, like any other kind of pain, is designed to keep you safe. Just like when you touch a hot stove, pain is what causes you to withdraw your hand. In caveman days, exile from the tribe was a death sentence. So your brain is programmed with three feelings intended to secure your safe standing in the tribe: embarrassment, guilt, and shame. ",p,Why Do We Have Shame?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,62,5
2198,You feel embarrassment when you say or do things that negatively impact the way others see you. You feel guilt and shame when you say or do things that negatively impact the way you see yourself. We all hold standards about who we are and who we want to be. We’re also human. We miss the mark. We make mistakes. But guilt and shame communicate the message that you fell short of your standards. ,p,Why Do We Have Shame?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,74,8
2199,Why Do Some People Experience Guilt and Others Experience Shame?,h2,Why Do Some People Experience Guilt and Others Experience Shame?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,10,1
2200,"Shame expert Brenee Brown says that people who experience guilt say, “I made a mistake.” People who experience shame say, “I am a mistake.” She found no differences in the life circumstances of the two groups. The shame group did not have more run-ins with the law, divorces, or bankruptcies than the guilt group.",p,Why Do Some People Experience Guilt and Others Experience Shame?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,54,5
2201,"However, they had different answers to the question, “Are you worthy of love?” One group said, “Yes.” The other group said, “Maybe.” Someone with shame says, “I’ll be worthy when I ….get ‘cured’ from OCD/lose weight/make this much money…. (fill in your own circumstances).” ",p,Why Do Some People Experience Guilt and Others Experience Shame?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,44,6
2202,Here’s the catch: You can’t hustle your way to worthiness. It’s like chasing the pot of gold at the end of the rainbow. The belief that you are conditionally worthy causes shame-related damage. ,p,Why Do Some People Experience Guilt and Others Experience Shame?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,33,4
2203,"I recently read the article “How I Became a Pathologic Liar” by Joshua Hunt, where he says that he started lying as a child. He believed that if others knew he lived in poverty, he would be rejected. Joshua lived in the shadow of shame. He said his biggest lie was that he was normal and did not need help. ",p,Why Do Some People Experience Guilt and Others Experience Shame?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,60,5
2204,This is the lie many people and families touched by OCD live. They want to be seen as normal. They want to be people that do not need help.,p,Why Do Some People Experience Guilt and Others Experience Shame?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,29,4
2205,What Causes Shame?,h2,What Causes Shame?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,3,1
2206,"We tend to believe that shame is caused by circumstances. Brenee Brown’s work says otherwise: She says that shame is the feeling you get when you think, “I did this, so now I’m unworthy of love.” ",p,What Causes Shame?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,36,3
2207,"So shame is caused by a thought—not by a circumstance. When you have shame, you hold the thought, “I’m unworthy.” Shame might be triggered by circumstances, but it’s caused by a thought.",p,What Causes Shame?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,32,4
2208,Where Do Thoughts Come From?,h2,Where Do Thoughts Come From?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,5,1
2209,Let’s talk about the four sources of thoughts:,p,Where Do Thoughts Come From?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,8,1
2210,1. Your primitive brain. Your reptile brain evolved to keep you alive. Our earliest ancestors needed the tribe to survive. We evolved to avoid behaviors that would get us kicked out.  ,p,Where Do Thoughts Come From?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,31,6
2211,"People with OCD have a heightened concern about safety. They might be more sensitive to guilt and shame, just like redheads are more sensitive to physical pain.",p,Where Do Thoughts Come From?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,27,3
2212,"2. Your childhood experiences. Your parents taught you how the world works. In some families, kids get allowances for being family members. In other families, kids earned their allowances.",p,Where Do Thoughts Come From?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,29,6
2213,The same holds true for worthiness. ,p,Where Do Thoughts Come From?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,6,2
2214,"Joan said, “My mother caught me doing something naughty. She screamed, ‘You should be ashamed of yourself!’ and sent me to my room. My mom gave me the cold shoulder for weeks after the incident. I learned I had to behave in certain ways if I wanted my mother’s love.”",p,Where Do Thoughts Come From?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,50,5
2215,"Compare that to Tim’s story. He said, “We lived next door to a boy who had a stutter. One day my mother overheard us taunting the boy. She took me aside and said, ‘We believe that all of God’s creatures are worthy of respect. You’re going to go over to his house, apologize and invite him to play here.’” Tom and his neighbor became lifelong friends.",p,Where Do Thoughts Come From?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,66,7
2216,What did your parents teach you about your worth?,p,Where Do Thoughts Come From?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,9,1
2217,3. The thoughts of people you surround yourself with today. ,p,Where Do Thoughts Come From?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,10,3
2218,"You are influenced by the thoughts and beliefs of people around you. As a physician, I observe that we live in a society that holds a special insidious prejudice I call healthism. People with certain medical conditions are judged, shamed, and shunned. Think about fat-shaming. Healthism works similarly to racism.",p,Where Do Thoughts Come From?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,50,6
2219,"In general, medical conditions that are poorly understood are the most frightening and the ones most subject to healthism.  And, unfortunately, few healthcare professionals or families understand what OCD is–and what it is not. ",p,Where Do Thoughts Come From?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,34,3
2220,"When you begin to have conversations about OCD, you break through healthism. That’s why organizations like NOCD are so critically important.  ",p,Where Do Thoughts Come From?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,21,3
2221,"4. For people with OCD, there’s a fourth source of thoughts: your brain-wiring glitch. Obsessive thoughts or images are random, nonsense messages created by these wiring glitches. If you have a thought that you are going to harm your beloved cat, you might wonder, “What kind of terrible person am I? Sociopaths harm animals. Am I a sociopath?” Further, people in the grips of moral OCD may constantly ask the question, “Am I a good person?” In other words, this kind of OCD sets you up for shame.",p,Where Do Thoughts Come From?,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,88,6
2222,How to Manage Shame in 4 Simple Steps,h2,How to Manage Shame in 4 Simple Steps,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,8,1
2223,1. Remember that shame is just a feeling. ,p,How to Manage Shame in 4 Simple Steps,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,8,3
2224,"You gather information about the world around you through your five senses. Think of feelings as your sixth sense. Treat your feelings like something you touch, see, hear, smell or taste. ",p,How to Manage Shame in 4 Simple Steps,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,31,4
2225,"Shame won’t kill you, although it might feel like it will. While painful, shame, like any other feeling, is just a sensation that sweeps through your body.  You can apply all the lessons you learned from exposure and response prevention (ERP) when you feel shame. ",p,How to Manage Shame in 4 Simple Steps,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,45,4
2226,You can also try this exercise:,p,How to Manage Shame in 4 Simple Steps,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,6,1
2227,"You’re not a bad person because you feel shame; however, if you feel shame, you believe on some level that you are a bad person. Shame is like the check engine light on the car dashboard. It alerts you that you are feeling unworthy.    ",p,How to Manage Shame in 4 Simple Steps,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,44,4
2228,2. Don’t keep secrets. ,p,How to Manage Shame in 4 Simple Steps,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,4,3
2229,The natural response to shame is to lie and hide. But secrets make it harder to get to the other side of OCD. Find a safe place to tell your secrets. Maybe it’s your ERP therapist. Maybe you tell your friend or trusted family member.,p,How to Manage Shame in 4 Simple Steps,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,45,6
2230,"Here’s another option. Join the OCD Secrets Campaign. Send us an anonymous postcard with your deepest, darkest secrets. Get out your markers and unleash your artist-within! I will share these postcards, and you will see that you are not alone. You’ll find the mailing address below. ",p,How to Manage Shame in 4 Simple Steps,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,46,6
2231,3. Remember that you are not your OCD.  ,p,How to Manage Shame in 4 Simple Steps,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,8,3
2232,"OCD and shame are like the chicken and the egg. Someone with unmanaged OCD might think, “If someone knew what was happening in my mind, or put a video camera in my house, they would run the other way.” The shame can lead to secrecy, which can then cause OCD to grow. ",p,How to Manage Shame in 4 Simple Steps,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,52,4
2233,"However, you are not your OCD; your OCD is a medical condition you are managing. If you got COVID, you would know that you are more than just the infection. Now substitute “COVID” with “OCD.” OCD is just a medical diagnosis that describes a certain kind of brain-wiring glitch. It says nothing about who you are.",p,How to Manage Shame in 4 Simple Steps,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,56,6
2234,Here’s another exercise to try: Imagine a friend or a small child coming to you and telling you the exact circumstances that triggered your shame. What would you say to them? “I can’t believe you did that! You should be ashamed of yourself!” No! You probably wouldn’t do that.,p,How to Manage Shame in 4 Simple Steps,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,49,3
2235,"Ideally, you treat yourself with the same compassion you shine on others.",p,How to Manage Shame in 4 Simple Steps,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,12,2
2236,4. Know that you can change your thoughts. ,p,How to Manage Shame in 4 Simple Steps,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,8,3
2237,"Your belief about your worthiness is just a thought. You can change your thoughts. It’s simple but not easy. If you tried jumping from “I’m unworthy” to “I’m worthy,” your brain wouldn’t buy it. Instead, you can climb the thought ladder. ",p,How to Manage Shame in 4 Simple Steps,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,41,6
2238,"Maybe in the past, you made a mistake and reached for the thought, “I’m such a loser.” How about going to a neutral thought like, “I just made a human mistake. This proves I’m human.” Maybe the next step is to say, “Worthy people make human mistakes.” Then, “I know someone with OCD who is worthy.” The last step might be “I’m a worthy person—OCD and all.”",p,How to Manage Shame in 4 Simple Steps,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,67,7
2239,"Acting from the thought that you have inherent worth will support your effort to be freed from OCD. You don’t have to be perfect to be worthy. Just be perfectly who you are. You can rewrite the lines of Wayne’s World. Imagine Wayne and Garth facing each other saying, “We’re worthy. We’re most excellent. Party on!”",p,How to Manage Shame in 4 Simple Steps,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,56,7
2240,"Send a postcard with your OCD Secrets to:OCD SecretsVicki Rackner MD2355 Fairview Ave N #219Roseville, MN 55113",p,How to Manage Shame in 4 Simple Steps,/blog/the-role-of-shame-in-ocd-and-how-to-let-go-of-it,17,1
2241,I’m Autistic With OCD. Here’s How My Therapist And I Made ERP Work For Me,h1,title,/blog/im-autistic-with-ocd-heres-how-my-therapist-and-i-made-erp-work-for-me,15,2
2242,"This article uses identity-first language (“autistic person”) over the more common person-first language (“person with autism”), in accordance with the preferences of the autistic community.",p,,/blog/im-autistic-with-ocd-heres-how-my-therapist-and-i-made-erp-work-for-me,25,2
2243,"When I finally got access to exposure and response prevention (ERP), thirty years after my OCD started, I was ready for it. I wasn’t scared of exposures causing distress, because I was already in distress. Why not try being in distress for a good reason? If ERP was my escape rope, I was willing to endure a little rope burn. But what I was scared about was my autism.",p,,/blog/im-autistic-with-ocd-heres-how-my-therapist-and-i-made-erp-work-for-me,69,5
2244,"Let’s be clear: I’m incredibly proud to be autistic. Autism isn’t a disorder, it’s a neurotype, just as valid and important as any other. That doesn’t mean it doesn’t come with challenges—it’s just that most of those challenges are due to how society treats us. And unfortunately, mental health professionals are often trained to see autism in a very different light to mine.",p,,/blog/im-autistic-with-ocd-heres-how-my-therapist-and-i-made-erp-work-for-me,63,5
2245,"So I was scared that my ERP therapist wouldn’t know anything about autism, or that they would think they knew about autism, but that everything they knew would be harmfully wrong. The more I ruminated about it, the more new fears would come into play. What if they tried to use ABA on me? (Applied Behavior Analysis, or ABA, is a common intervention for autistic children, and my childhood experiences of it were deeply traumatizing.) What if ERP didn’t work on me because I was autistic? Some studies have found CBT is less effective for us. What if, what if, what if?",p,,/blog/im-autistic-with-ocd-heres-how-my-therapist-and-i-made-erp-work-for-me,102,5
2246,"Luckily, I knew enough about OCD to identify these thoughts for what they were. I chose to sit with the uncertainty and do ERP anyway, and I’m glad I did, because it saved my life. But even though those fears were unfounded, ERP did still end up looking a bit different for me. It took time and experimentation for my therapist and me to find ways of doing ERP that worked with my neurotype, not against it. This is far from an exhaustive list, but here’s what some of those adaptations looked like:",p,,/blog/im-autistic-with-ocd-heres-how-my-therapist-and-i-made-erp-work-for-me,93,5
2247,"1. One of my fears was correct: my therapist didn’t know much about autism. But in the end that didn’t matter: what mattered was they were willing to learn. I deferred to them as the expert on OCD, and they deferred to me as the expert on autism. By collaborating on the autism/OCD aspects of my treatment, we were able to pool our knowledge and come up with creative solutions. I didn’t need my therapist to be an autism expert—I just needed them to be neurodiversity-affirming and willing to both lead and listen.",p,,/blog/im-autistic-with-ocd-heres-how-my-therapist-and-i-made-erp-work-for-me,93,7
2248,"2. An important part of my ERP was making it feel mine. By incorporating my special interests and the language I used around OCD, my therapist helped me feel invested in therapy. If I came up with a metaphor I liked, they would make it part of their regular vocabulary. When I needed help regulating, they would ask me about my special interests. (Nothing calms me down faster than ranting about my passions.) I have a RuPaul’s Drag Race SUDS scale, and a whole theory about how Hamilton is a metaphor for OCD. All this personalization helped me stay motivated, but it also leveraged my autistic strengths in the service of my ERP journey.",p,,/blog/im-autistic-with-ocd-heres-how-my-therapist-and-i-made-erp-work-for-me,114,9
2249,"3. Sensory issues were a challenge. It’s hard to sit with a perfectionism exposure when your cat howls outside and suddenly your brain has short-circuited and you’re sobbing uncontrollably. It didn’t help that my OCD tends to latch on to sensory issues. Autistic sensory sensitivities don’t habituate, making sensory exposures painful and useless, but I still had to address my OCD around them. To minimize meltdowns, my therapist directed me to take a step back from exposures if sensory overload got too high, take a moment to do some sensory regulation (stimming, etc.), and then go back into the exposure. As I went through ERP, my overall stress and anxiety went down, which made sensory disruptions less frequent. ",p,,/blog/im-autistic-with-ocd-heres-how-my-therapist-and-i-made-erp-work-for-me,118,9
2250,"4. Speaking of stimming (self-stimulatory behavior like hand flapping, rocking, or leg jiggling): stimming is NOT a compulsion, it’s a healthy regulatory behavior, but it can sometimes be hard to tell the difference. (Pro tip: if you can substitute a repetitive behavior for another one without added anxiety, it’s probably a stim. If your brain insists you have to do this one specific behavior or else, it’s probably a compulsion.) My therapist and I took time early on to discuss my preferred stims and when to use them, which helped me use stims effectively during ERP and allowed my therapist to prompt me to stim when appropriate.",p,,/blog/im-autistic-with-ocd-heres-how-my-therapist-and-i-made-erp-work-for-me,107,6
2251,"5. One fear that lingered was that ERP wouldn’t work for me because I was autistic. The main solution for that, of course, was exposures! But it also helped to learn that autistic people in ERP often benefit from behavioral approaches. Hearing this might have been a red flag—autistic people get subjected to a lot of harmful behaviorism—had it not been my exact experience. It turned out I found hands-on exposures much more effective than imaginal exposures or things like CBT charts. Recognizing that helped my therapist and I focus on the exposures that worked best for me.",p,,/blog/im-autistic-with-ocd-heres-how-my-therapist-and-i-made-erp-work-for-me,98,7
2252,"6. The other fear that lingered was that I wouldn’t always be able to tell what was my autism and what was OCD. A lot of autistic behaviors resemble OCD, but they happen for completely different reasons, and I was scared of approaching something the wrong way and making it worse. My therapist encouraged me to sit with the uncertainty and resist the urge to figure out exactly what was what. They said I didn’t always need to know for sure to experiment and find solutions—and by and large, they were right. This question comes up a lot in the NOCD Autism & OCD support group that I co-run, and I always tell them the same thing.",p,,/blog/im-autistic-with-ocd-heres-how-my-therapist-and-i-made-erp-work-for-me,117,7
2253,"7. Finally, it was really helpful to recognize just how much of my OCD was related to my autism. Perfectionism around masking, social interactions, or regulating executive dysfunction; moral scrupulosity latching onto my autistic sense of justice; health anxiety about my sensory sensitivities. ERP helped me realize that for most of my life, I had been using OCD as a maladaptive coping mechanism to survive in a hostile world, and knowing that meant I could shake off my reliance on OCD and start practicing healthier skills.",p,,/blog/im-autistic-with-ocd-heres-how-my-therapist-and-i-made-erp-work-for-me,86,5
